name,current_price,market_cap,volume_day,circulating_supply,supply_verified,total_supply,max_supply,fully_diluted_market_cap,low_price_day,high_price_day,all_time_high,all_time_low,ucid,popularity_watchlists
Akita Inu,9.895e-05,71308.0,24.0,720668884.0,not verified,720668884.0,,71308.0,9.895e-05,0.0001033,0.0007611,4.487e-05,29457,863.0
BLACK DRAGON,2.221e-14,2220.0,24.0,9.99514995870539e+16,not verified,9.99514995870539e+16,9.99514995870539e+16,2220.0,2.175e-14,2.221e-14,2.592e-13,9.551e-15,29340,317.0
TOP CAT,4.094e-14,4093.0,24.0,9.99815374508141e+16,not verified,9.99815374508141e+16,9.99815374508141e+16,4093.0,4.01e-14,4.094e-14,4.099e-13,1.397e-14,30326,313.0
DOGE SATELLITE INU,3.13e-22,0.0,24.0,9.996514254476681e+17,not verified,9.996514254476681e+17,9.996514254476681e+17,0.0,0.0,0.0,,,28384,398.0
OLYMPIC GAMES DOGE,7.898e-12,7859.0,24.0,994990656428962.0,not verified,1000000000000000.0,1000000000000000.0,7899.0,7.778e-12,7.898e-12,8.501e-11,4.159e-12,27988,324.0
Doge In Glasses,0.0002558,107452.0,24.0,420000069.0,not verified,420000069.0,420000069.0,107452.0,0.0002534,0.0002558,0.004378,2e-05,30201,414.0
SHIBU INU,1.344e-11,12785.0,24.0,950611790624463.0,not verified,950611790624463.0,950611790624463.0,12785.0,1.326e-11,1.344e-11,4.322e-11,1.331e-12,28161,430.0
TangYuan,2.516e-11,251596.0,48.0,1e+16,not verified,1e+16,1e+16,251596.0,2.501e-11,2.571e-11,2.226e-09,1.8e-11,29245,337.0
CRAZY FLOKI,2.216e-14,2216.0,24.0,9.998993715925264e+16,not verified,9.998993715925264e+16,9.998993715925264e+16,2216.0,2.216e-14,2.279e-14,4.184e-13,8.677e-15,30253,228.0
SANTA CHRISTMAS INU,2.247e-14,2247.0,24.0,9.998534888010734e+16,not verified,9.998534888010734e+16,9.998534888010734e+16,2247.0,2.247e-14,2.315e-14,2.06e-13,5.206e-15,28814,287.0
PepeFork INU,5.751e-14,24155.0,24.0,4.2e+17,not verified,4.2e+17,4.2e+17,24155.0,5.751e-14,5.857e-14,4.114e-13,4.068e-14,29364,389.0
SUPER DRAGON,4.309e-14,4308.0,24.0,9.998402087159891e+16,not verified,9.998402087159891e+16,9.998402087159891e+16,4308.0,4.309e-14,4.443e-14,8.723e-13,2.43e-14,29275,616.0
WHITE DRAGON,3.898e-14,3897.0,24.0,9.997409058669896e+16,not verified,9.997409058669896e+16,9.997409058669896e+16,3897.0,3.898e-14,4.02e-14,3.386e-13,2.757e-14,29366,497.0
CRAZY DOGE,8.56e-14,8557.0,23.0,9.997432586068992e+16,not verified,9.997432586068992e+16,9.997432586068992e+16,8557.0,8.56e-14,8.853e-14,1.29e-12,5.315e-14,28600,360.0
BONK INU,2.738e-10,1369.0,81.0,5000000000000.0,not verified,5000000000000.0,5000000000000.0,1369.0,2.686e-10,3.222e-10,7.707e-09,2.142e-10,32132,173.0
Doginphire,7.057e-05,70493.0,23.0,998915329.0,not verified,998915329.0,,70493.0,7.057e-05,7.377e-05,0.004433,3.25e-05,29235,1793.0
SOFT COQ INU,3.93e-05,15719.0,23.0,400000000.0,not verified,1000000000.0,,39298.0,3.841e-05,4.16e-05,0.0006409,3.343e-05,30747,238.0
Frog Ceo,9.48e-13,23700.0,23.0,2.5e+16,not verified,1e+17,1e+17,94799.0,9.48e-13,9.843e-13,1.173e-11,1.624e-13,24006,6234.0
Dancing Lizard Coin,3.418e-12,2795.0,18.0,817777777777777.0,not verified,888888888888888.0,888888888888888.0,3039.0,3.409e-12,3.557e-12,1.373e-10,3.021e-12,26417,269.0
KEEM JONG UNN,1.623e-05,15867.0,22.0,977847522.0,not verified,977847522.0,,15867.0,1.623e-05,1.728e-05,0.0009341,1.214e-05,30774,259.0
HMM,0.0004398,388334.0,22.0,882992390.0,not verified,882992390.0,,388334.0,0.0004382,0.0004398,0.003686,0.0003715,30384,203.0
Luna28,1.531e-06,42858.0,22.0,28000000000.0,not verified,28000000000.0,28000000000.0,42858.0,1.531e-06,1.585e-06,0.000279,1.517e-06,29181,11315.0
Googly Cat,0.0005205,52054.0,18.0,100000000.0,not verified,100000000.0,,52054.0,0.0005205,0.0005428,0.003669,0.0003891,31215,138.0
Bonfire,8.652e-09,0.0,21.0,0.0,not verified,625124496352881.0,1000000000000000.0,8651802.0,8.591e-09,9.324e-09,9.4e-07,1.051e-10,9522,46706.0
DUGE,2.737e-06,188876.0,23.0,68999560000.0,not verified,68999560000.0,,188876.0,2.737e-06,2.946e-06,4.289e-05,2.152e-06,30183,273.0
God Coin,1.344e-07,104507.0,21.0,777777777777.0,not verified,777777777777.0,777777777777.0,104507.0,1.344e-07,1.419e-07,4.405e-06,2.047e-08,25659,426.0
BUGATTI,8.236e-15,34756.0,21.0,4.21998e+18,not verified,4.21998e+18,4.21998e+18,34756.0,8.236e-15,8.477e-15,9.258e-14,3.66e-15,28266,20592.0
WALLi,6.062e-05,60615.0,21.0,999999995.0,not verified,999999995.0,,60615.0,6.062e-05,6.627e-05,0.0006939,4.627e-05,30221,620.0
Fuzzy Lucky,2.795e-10,128562.0,21.0,460000000000000.0,not verified,460000000000000.0,,128562.0,2.795e-10,2.872e-10,2.007e-08,2.542e-10,30472,522.0
DONT SELL YOUR F#CKING BITCOIN,2.723e-06,57171.0,21.0,20998501914.0,not verified,20998501914.0,,57171.0,2.723e-06,2.9e-06,3.287e-05,2.115e-06,30815,159.0
Baby Dragon,3.742e-13,157208.0,21.0,4.2e+17,not verified,4.2e+17,4.2e+17,157208.0,3.735e-13,3.839e-13,1.172e-11,1.265e-13,29011,2215.0
coolcat,8.398e-05,83889.0,22.0,998948995.0,not verified,998948995.0,,83889.0,8.39e-05,8.516e-05,0.001433,6.569e-05,30456,309.0
Ignore Fud,1.483e-06,33343.0,10.0,22476968316.0,not verified,38227769083.0,40000000000.0,59337.0,1.483e-06,1.514e-06,0.0009937,4.687e-07,24136,107577.0
Smol Su,0.3583,358298.0,19.0,1000000.0,not verified,1000000.0,1000000.0,358298.0,0.3583,0.3683,3.96,0.008568,25106,2487.0
MAGA Coin,0.0002321,232124.0,18.0,1000000000.0,not verified,1000000000.0,1000000000.0,232124.0,0.0002321,0.0002379,0.02326,,13859,2154.0
SwinCoin,2.392e-06,239.0,18.0,100000000.0,not verified,100000000.0,100000000.0,239.0,2.36e-06,2.519e-06,0.205,,15284,2483.0
CYBERTRUCK,3.815e-14,26341.0,18.0,6.9042e+17,not verified,6.9042e+17,6.9042e+17,26341.0,3.815e-14,3.818e-14,4.197e-12,2.411e-14,28669,20867.0
Skibidi Toilet,1.57e-07,14288.0,18.0,91000000000.0,not verified,100000000000.0,100000000000.0,15701.0,1.538e-07,1.707e-07,2.264e-06,1.538e-07,29002,274.0
Black Sale,0.002961,1466111.0,17.0,495075056.0,not verified,0.0,495075056.0,1466111.0,0.002961,0.003022,0.01556,0.001436,31972,108.0
SafemoonTon,1.054e-07,105428.0,16.0,1000000000000.0,not verified,1000000000000.0,1000000000000.0,105428.0,1.054e-07,1.063e-07,1.674e-06,1.393e-10,29938,4743.0
Ryoshi Token,5.77e-10,192129.0,16.0,332999999999999.0,not verified,332999999999999.0,1000000000000000.0,576965.0,5.765e-10,6.264e-10,1.414e-05,4.059e-16,24433,989.0
Astronaut Aron,1.273e-05,12726.0,28.0,1000000000.0,not verified,1000000000.0,,12726.0,8.021e-06,1.285e-05,9.707e-05,8.021e-06,30504,298.0
Gemini Inu,1.111e-05,11110.0,15.0,1000000000.0,not verified,1000000000.0,,11110.0,6.45e-06,1.185e-05,0.00028,6.45e-06,29538,684.0
JOE,0.001497,46412.0,15.0,31000000.0,not verified,100000000.0,,149715.0,0.001497,0.008439,8367.02,0.001442,29957,2542.0
Memes vs Undead,0.01138,19011.0,15.0,1670000.0,not verified,100000000.0,100000000.0,1138371.0,0.01138,0.01178,0.1547,0.01127,28657,151.0
Silly Patek,2.274e-05,17673.0,15.0,777000000.0,not verified,777000000.0,,17673.0,2.274e-05,2.443e-05,0.0003144,1.584e-05,30942,238.0
MAU,4.019e-05,40185.0,15.0,1000000000.0,not verified,1000000000.0,1000000000.0,40185.0,2.662e-06,4.11e-05,0.1134,2.662e-06,28740,1591.0
DONKE,6.236e-07,31180.0,14.0,49999081208.0,not verified,49999081208.0,,31180.0,6.163e-07,6.693e-07,2.157e-05,3.251e-07,31357,592.0
Elon Cat,0.05079,36101.0,14.0,710800.0,not verified,710800.0,710800.0,36101.0,0.04954,0.05079,0.3889,0.006911,28206,518.0
PokeGROK,4.564e-11,19111.0,14.0,418629000000000.0,not verified,420000000000000.0,420000000000000.0,19174.0,4.559e-11,4.564e-11,4.682e-09,2.688e-11,29052,10488.0
Baby Tomcat,1.291e-13,54240.0,13.0,4.2e+17,not verified,4.2e+17,4.2e+17,54240.0,1.291e-13,1.291e-13,2.284e-12,1.258e-13,29098,672.0
Gorilla In A Coupe,2.199e-10,92511.0,13.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,92511.0,2.164e-10,2.199e-10,5.506e-08,3.158e-11,29910,725.0
Slepe,0.0001119,106328.0,13.0,950000000.0,not verified,950000000.0,950000000.0,106328.0,0.0001119,0.0001122,0.0005559,5.264e-05,30960,169.0
DogemonGo,5.775e-06,0.0,12.0,0.0,not verified,100000000000.0,,577522.0,5.775e-06,6.072e-06,0.000284,1.497e-06,11169,1685867.0
Baby Pepe Fork,4.441e-14,18653.0,12.0,4.2e+17,not verified,4.2e+17,4.2e+17,18653.0,4.441e-14,4.506e-14,2.072e-12,2.565e-14,29288,594.0
SAM,1.911e-11,8027.0,12.0,420000000000000.0,not verified,420000000000000.0,,8027.0,1.911e-11,2.062e-11,1.35e-09,1.911e-11,30020,10383.0
TMRW Coin,1.259e-05,10828.0,0.9995,860000000.0,not verified,1000000000.0,,12591.0,1.259e-05,3.037e-05,0.0003397,1.259e-05,30524,78.0
Baby Meme Coin,3.248e-13,68201.0,12.0,2.1e+17,not verified,2.1e+17,2.1e+17,68201.0,3.248e-13,3.342e-13,1.043e-11,1.878e-13,28361,1791.0
The Blue Dragon,4.269e-14,37943.0,11.0,8.888888888888888e+17,not verified,8.888888888888888e+17,,37943.0,4.269e-14,4.291e-14,3.743e-11,2.753e-14,29662,855.0
TrumpCat,2.9e-05,28999.0,15.0,1000000000.0,not verified,1000000000.0,,28999.0,2.9e-05,3.146e-05,0.001918,1.925e-05,30870,215.0
SEC,6.861e-09,47827.0,10.0,6969696969696.0,not verified,6969696969696.0,6969696969696.0,47827.0,6.861e-09,7.03e-09,1.663e-07,1e-18,26708,1478.0
ChitCAT,0.002054,12565.0,10.0,6118215.0,not verified,10000000.0,10000000.0,20537.0,4.717e-06,0.002133,0.6559,4.717e-06,24942,1791.0
Yikes Dog,7.152e-05,54717.0,10.0,765094071.0,not verified,1000000000.0,,71517.0,7.151e-05,7.18e-05,0.001106,5.68e-05,30147,603.0
DogeCash,0.008393,0.0,10.0,0.0,not verified,19015632.0,210000000.0,1762541.0,0.008253,0.009095,14240.21,0.001412,3672,4616.0
Alan the Alien,9.967e-07,43212.0,9.0,43349998826.0,not verified,43349998826.0,,43212.0,9.862e-07,1.08e-06,7.329e-05,7.787e-07,30306,294.0
SWIFTIES,0.0006771,67712.0,0.0,99999808.0,not verified,99999808.0,,67712.0,0.0006738,0.0006806,0.01383,0.0005824,29937,220.0
Print Cash BNB,0.0009438,94375.0,9.0,100000000.0,not verified,100000000.0,100000000.0,94375.0,0.0009377,0.0009722,0.008324,0.0007734,29971,214.0
HONK,6.965e-05,69651.0,8.0,1000000000.0,not verified,1000000000.0,1000000000.0,69651.0,6.942e-05,6.978e-05,0.0003392,5.075e-05,29255,200.0
Joe Coin,0.0002354,23540.0,11.0,100000000.0,not verified,100000000.0,100000000.0,23540.0,0.0002354,0.0002436,0.004222,4.625e-05,28292,666.0
Chinese Communist Dragon,4.607e-06,46065.0,9.0,9999967306.0,not verified,9999967306.0,,46065.0,4.607e-06,4.688e-06,0.0002258,1.1e-06,29113,522.0
The OG Cheems Inu,2.911e-09,17467.0,9.0,5999964413774.0,not verified,5999964413774.0,,17467.0,2.911e-09,3.153e-09,7.355e-07,2.078e-09,29799,496.0
Baby Luffy,0.0001445,1445.0,9.0,10000000.0,not verified,10000000.0,10000000.0,1445.0,1.14e-06,0.0002546,0.2732,1.14e-06,28339,2409.0
Baby Musk,3.564e-05,35637.0,8.0,1000000000.0,not verified,1000000000.0,1000000000.0,35638.0,1.699e-05,3.675e-05,0.003533,1.5e-05,29649,593.0
Pepe The Frog,5.411e-08,22727.0,4.0,420000000000.0,not verified,420000000000.0,420000000000.0,22727.0,5.411e-08,5.589e-08,3.261e-05,1.299e-08,24568,966.0
Dragon,1.076e-05,10762.0,7.0,999999041.0,not verified,999999041.0,,10762.0,4.802e-06,1.127e-05,0.0005154,4.802e-06,28885,848.0
GigaChadGPT,0.000441,44100.0,11.0,100000000.0,not verified,100000000.0,100000000.0,44100.0,0.000441,0.0004567,0.03844,0.0003482,29383,539.0
Resistance Pepe,0.02917,2024789.0,7.0,69420000.0,not verified,69420000.0,69420000.0,2024789.0,0.0288,0.02917,0.06277,0.004826,32182,70.0
REWARD,1.977e-07,197687.0,6.0,1000000000000.0,not verified,1000000000000.0,1000000000000.0,197687.0,1.977e-07,2.07e-07,6.683e-07,1.977e-07,31795,31.0
Baby Maga,1e-17,0.0,6.0,0.0,not verified,0.0,,0.0,1e-17,1e-17,1.25e-16,9e-18,29782,307.0
Simpson Cat,3.488e-14,14650.0,6.0,4.2e+17,not verified,4.2e+17,4.2e+17,14650.0,3.488e-14,3.853e-14,5.148e-12,3.488e-14,31322,10490.0
Bobuki Neko,0.0001633,73496.0,6.0,450000000.0,not verified,1000000000.0,,163325.0,0.0001633,0.0001651,0.003652,0.0001226,31242,324.0
Hectic Turkey,1.328e-08,116881.0,6.0,8800000000000.0,not verified,8800000000000.0,8800000000000.0,116881.0,1.328e-08,1.373e-08,1.195e-07,1.125e-08,29996,12329.0
Baby Pepe,4.899e-10,489851.0,5.0,1000000000000000.0,not verified,1000000000000000.0,1000000000000000.0,489851.0,3.831e-10,4.899e-10,1.028e-08,5.616e-12,24767,636.0
BABY SAFEMOON,0.01328,12319.0,5.0,927538.0,not verified,927538.0,927538.0,12319.0,0.01294,0.01328,0.6022,0.006512,29549,281.0
Coin In Meme World,8.112e-05,81116.0,5.0,1000000000.0,not verified,1000000000.0,,81116.0,8.112e-05,8.772e-05,0.0001911,3.145e-05,30891,206.0
Grok 1.5,7.702e-14,21781.0,5.0,2.828e+17,not verified,4.2e+17,4.2e+17,32349.0,7.702e-14,7.74e-14,1.348e-12,6.974e-14,30994,315.0
King WIF,9.905e-14,41602.0,4.0,4.2e+17,not verified,4.2e+17,4.2e+17,41602.0,9.905e-14,9.921e-14,9.083e-13,6.428e-14,29187,452.0
SonicObamaLockheedMartin69Inu,8.213e-11,32823.0,4.0,399650218335316.0,not verified,399650218335316.0,,32823.0,8.213e-11,8.789e-11,2.392e-09,4.361e-11,28825,284.0
DILLWIFIT,1.822e-05,0.0,4.0,0.0,not verified,999867801.0,,18214.0,1.822e-05,1.935e-05,0.002214,1.431e-05,31064,1846.0
Grandma,0.0001526,152640.0,4.0,999999999.0,not verified,999999999.0,999999999.0,152640.0,0.0001526,0.0001528,0.01097,0.0001428,32242,46.0
FarLaunch,2.334e-05,23340.0,4.0,1000000000.0,not verified,1000000000.0,1000000000.0,23340.0,2.334e-05,2.431e-05,0.001861,1.282e-05,29283,363.0
Pepe AI,2.773e-10,116643.0,31.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,116643.0,2.773e-10,2.954e-10,2.162e-08,2.773e-10,25022,11632.0
Luna 2.0,1.792e-08,104300.0,3.0,5820000000000.0,not verified,5820000000000.0,5820000000000.0,104300.0,1.792e-08,1.817e-08,2.362e-07,1.869e-09,27501,672.0
King Trump,7.448e-14,31281.0,3.0,4.2e+17,not verified,4.2e+17,4.2e+17,31281.0,7.448e-14,7.491e-14,6.962e-13,4.126e-14,29293,356.0
PEPECASH,1.277e-08,5373094.0,3.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,5373094.0,1.246e-08,1.277e-08,2.537e-07,1.02e-08,30473,378.0
Lola,0.0003478,32687.0,3.0,93972661.0,not verified,93972661.0,,32687.0,0.0003478,0.0003522,0.005012,0.000263,30214,200.0
Red Ponzi Gud,1.49e-09,149142.0,44.0,100000000000000.0,not verified,100000000000000.0,100000000000000.0,149142.0,1.49e-09,1.596e-09,3.515e-08,1.053e-09,28753,382.0
Swole Doge,3.084e-06,21591.0,3.0,7000000000.0,not verified,9000000000.0,,27760.0,3.084e-06,3.238e-06,0.0006891,4.149e-07,14447,1293.0
CAT SYLVESTER,2.739e-14,2740.0,3.0,9.999309120121184e+16,not verified,9.999309120121184e+16,9.999309120121184e+16,2740.0,2.739e-14,2.872e-14,1.71e-13,7.252e-15,31427,402.0
Perry The BNB V2,2.92e-11,6142.0,3.0,210345000000000.0,not verified,420690000000000.0,420690000000000.0,12283.0,2.835e-11,2.921e-11,3.549e-10,1.684e-13,26394,2688.0
BNB VEGETA,2.062e-14,2061.0,3.0,9.997430814754304e+16,not verified,9.997430814754304e+16,9.997430814754304e+16,2061.0,2.042e-14,2.062e-14,1.929e-13,1.085e-14,29534,192.0
Pepe AI,3.811e-10,160334.0,0.7811,420690000000000.0,not verified,420690000000000.0,420690000000000.0,160334.0,3.63e-10,6.371e-10,1.897e-08,2.461e-10,25095,11871.0
Spongebob Squarepants,1.061e-05,73211.0,2.0,6900000420.0,not verified,6900000420.0,,73211.0,7.511e-06,1.145e-05,1.916e-05,7.511e-06,30797,111.0
BUBCAT,0.0001029,102889.0,2.0,1000000000.0,not verified,1000000000.0,1000000000.0,102889.0,0.0001029,0.0001078,0.00994,9.007e-05,30347,150.0
CRAZY DRAGON,2.385e-14,2385.0,2.0,9.996090455267237e+16,not verified,9.996090455267237e+16,9.996090455267237e+16,2385.0,2.385e-14,2.446e-14,3.083e-13,7.477e-15,29014,237.0
Baby Musk,7.017e-08,14727.0,2.0,209871187500.0,not verified,420000000000.0,420000000000.0,29471.0,6.97e-08,7.017e-08,3.045e-06,3.809e-08,29130,238.0
doginwotah,3.75e-05,37461.0,2.0,998913264.0,not verified,998913264.0,,37461.0,3.75e-05,3.967e-05,0.0001599,1.856e-05,29432,559.0
Sonic Space Cat,2.443e-11,7428.0,2.0,303980003845414.0,not verified,993678583079335.0,1000000000000000.0,24434.0,2.443e-11,2.533e-11,1.907e-10,1.452e-11,26939,400.0
Pacman Blastoff,3.004e-07,600540.0,2.0,1999420000000.0,not verified,1999420000000.0,1999420000000.0,600540.0,2.998e-07,3.135e-07,1.366e-06,2.939e-07,29792,248.0
MINA,3.842e-10,19208.0,2.0,50000000000000.0,not verified,50000000000000.0,50000000000000.0,19208.0,3.806e-10,3.842e-10,1.708e-08,2.681e-10,29544,283.0
DeFido,0.0001895,17054.0,2.0,90000000.0,not verified,100000000.0,100000000.0,18949.0,0.0001346,0.0001895,0.0141,4.694e-05,27801,551.0
CATO,0.001668,286831.0,2.0,172000000.0,not verified,300000000.0,,500286.0,0.001668,0.001748,0.1303,0.0002699,11465,4415.0
Grok Inu,2.267e-13,95205.0,2.0,4.2000069e+17,not verified,4.2000069e+17,4.2000069e+17,95205.0,2.267e-13,2.276e-13,4.368e-12,1.881e-13,28762,1241.0
MAGA,4.405e-05,44047.0,2.0,999975926.0,not verified,999975926.0,,44047.0,4.219e-05,4.563e-05,0.002931,2.668e-05,29602,514.0
BananaCoin,9.214e-14,38700.0,3.0,4.2e+17,not verified,4.2e+17,4.2e+17,38700.0,9.181e-14,9.462e-14,4.194e-12,5.83e-14,28886,618.0
SOLCAT,2.958e-14,9172.0,2.0,3.1e+17,not verified,3.1e+17,,9172.0,2.958e-14,3.153e-14,1.51e-12,2.359e-14,31355,555.0
Solana Crash,0.001951,195103.0,372.0,100000000.0,not verified,100000000.0,,195103.0,0.001951,0.001977,0.004875,0.001286,30704,365.0
Puma,0.0004514,45140.0,2.0,100000000.0,not verified,100000000.0,,45140.0,0.0004514,0.0004523,0.0311,0.0002214,29065,1127.0
hong kong floki,5.269e-11,0.0,2.0,179.0,not verified,0.0,420690000000000.0,22167.0,5.269e-11,5.405e-11,3.85e-10,1.225e-11,26844,629.0
JeromeAndGary,3.161e-11,13296.0,1.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,13296.0,3.139e-11,3.161e-11,1.795e-10,4.867e-12,26447,751.0
GameFork,2.813e-09,28135.0,1.0,9999999016011.0,not verified,9999999016011.0,,28135.0,2.774e-09,2.813e-09,4.559e-08,2.14e-09,29519,658.0
SOLANA MEME TOKEN,4.158e-05,41581.0,1.0,1000000000.0,not verified,1000000000.0,,41581.0,4.158e-05,4.461e-05,0.0005547,1.162e-05,28876,845.0
Spank,5.648e-05,1186.0,1.0,21000000.0,not verified,21000000.0,21000000.0,1186.0,5.647e-05,6.207e-05,0.007248,3.473e-05,25132,253.0
Baby Toshi,2.094e-13,87968.0,1.0,4.2e+17,not verified,4.2e+17,4.2e+17,87968.0,2.094e-13,2.117e-13,5.912e-13,1.132e-13,29261,341.0
CRONK,2.034e-07,20344.0,1.0,100000000000.0,not verified,100000000000.0,,20344.0,2.034e-07,2.168e-07,2.037e-05,1.793e-07,29942,461.0
MoonKize,2.162e-05,12974.0,1.0,600000000.0,not verified,600000000.0,,12974.0,2.078e-05,2.204e-05,0.0005306,1.496e-05,29452,486.0
Safemuun,2.355e-05,22280.0,1.0,946091943.0,not verified,946091943.0,,22280.0,2.355e-05,2.39e-05,0.004891,1.626e-05,29988,797.0
Titi Financial,2.065e-10,206461.0,1.0,1000000000000000.0,not verified,1000000000000000.0,1000000000000000.0,206461.0,2.065e-10,2.14e-10,1.118e-08,,18236,3501.0
JOKER,9.556e-14,40133.0,0.9999,4.2e+17,not verified,4.2e+17,4.2e+17,40133.0,9.556e-14,9.839e-14,7.056e-12,8.681e-14,29171,3903.0
MiniPepe Coin,4.458e-11,18722.0,0.9538,420000000000000.0,not verified,420000000000000.0,420000000000000.0,18722.0,4.363e-11,4.458e-11,6.16e-10,4.038e-11,29924,336.0
Olaf Token,2.569e-11,4110.0,0.9366,160000000000000.0,not verified,1000000000000000.0,1000000000000000.0,25690.0,2.547e-11,2.65e-11,4.067e-10,1.221e-11,26689,499.0
MOTO DOG,2.976e-05,29762.0,29.0,1000000000.0,not verified,1000000000.0,,29762.0,2.812e-05,3.098e-05,0.0008964,2.392e-05,31407,260.0
AmazingDoge,1.127e-07,0.0,0.8064,0.0,not verified,1000000000000.0,,112656.0,1.118e-07,1.127e-07,9.65e-06,9.997e-09,18505,3606.0
mouse in a cats world,9.322e-07,93229.0,0.7502,99999999999.0,not verified,99999999999.0,,93229.0,9.322e-07,9.797e-07,8.472e-06,6.954e-07,30706,304.0
pepewifhat,6.481e-05,27264.0,0.7325,420690000.0,not verified,420690000.0,,27264.0,2.524e-06,6.577e-05,80.62,2.524e-06,29691,780.0
ELON DOGE,2.446e-14,2445.0,0.7241,9.996724760934947e+16,not verified,9.996724760934947e+16,9.996724760934947e+16,2445.0,2.446e-14,2.491e-14,3.622e-13,9.59e-15,29096,335.0
Plerf,4.163e-05,20814.0,4.0,499999842.0,not verified,0.0,,0.0,4.149e-05,4.439e-05,0.005991,2.871e-05,30084,1169.0
Rich Of Memes,0.001125,11246.0,0.7081,10000000.0,not verified,10000000.0,,11246.0,0.001125,0.001185,0.01333,0.001058,30546,206.0
SOLPENG,0.5623,3936.0,0.5866,7000.0,not verified,7000.0,,3936.0,0.5623,0.6024,83.87,0.4976,30104,441.0
The Simpsons,0.0007425,74253.0,0.5504,100000000.0,not verified,100000000.0,,74253.0,3.234e-07,0.0007589,0.3229,3.234e-07,30165,562.0
TrumpBull,0.004295,58569.0,0.5443,13635586.0,not verified,20242028.0,20242028.0,86946.0,0.004295,0.004492,0.01538,0.003573,29936,105.0
Satellite Doge-1,8.191e-14,34460.0,0.0,4.2069e+17,not verified,4.2069e+17,4.2069e+17,34460.0,8.13e-14,8.191e-14,3.355e-12,4.997e-14,28535,20706.0
Hachi On Base,0.0003814,38139.0,0.0,100000000.0,not verified,100000000.0,100000000.0,38139.0,0.0003814,0.0003994,0.0376,0.0003814,31975,1239.0
BNB Tiger AI,3.908e-21,39080.0,0.0,1e+25,not verified,0.0,,0.0,0.0,0.0,,,26794,5563.0
NERDS,4.176e-05,23623.0,0.0,565656566.0,not verified,1000000000.0,,41762.0,4.176e-05,4.404e-05,0.001358,3.112e-05,30848,66.0
Goatcoin,12.05,0.0,0.0,0.0,not verified,0.0,999.0,12038.0,12.05,12.39,5470.06,0.0005063,9069,6438.0
PIKACHU INU,1.567e-13,15665.0,0.0,9.99831456595594e+16,not verified,9.99831456595594e+16,9.99831456595594e+16,15665.0,1.551e-13,1.567e-13,3.948e-13,1.933e-14,28613,668.0
ShibaPoconk,1.45e-10,141652.0,0.0,976674281899416.0,not verified,976986783840468.0,982119561162548.0,142442.0,1.417e-10,1.485e-10,5.819e-09,8.402e-12,23542,1047.0
Baby Rats,9.051e-14,19038.0,0.0,2.10345e+17,not verified,4.2069e+17,4.2069e+17,38076.0,8.895e-14,9.051e-14,3.934e-12,8.432e-14,29758,425.0
BULL,0.0002434,5111.0,0.0,21000000.0,not verified,21000000.0,21000000.0,5111.0,0.0002434,0.0002532,0.03179,0.0001982,29166,221.0
CatElonMars,8.777e-06,8164.0,0.0,930000000.0,not verified,1000000000.0,1000000000.0,8778.0,8.592e-06,8.777e-06,0.0001571,8.592e-06,30655,1225.0
UFC WIN,6.37e-14,6368.0,0.0,9.997072214976925e+16,not verified,9.997072214976925e+16,9.997072214976925e+16,6368.0,6.343e-14,6.37e-14,5.289e-13,3.287e-14,28250,257.0
FelixCoin,8.84e-08,57458.0,0.0,650000000000.0,not verified,650000000000.0,650000000000.0,57458.0,8.84e-08,9.103e-08,1.616e-06,4.649e-08,28444,606.0
SafeMoo,5.419e-06,5419.0,0.0,1000000000.0,not verified,600000000.0,1000000000.0,5419.0,5.419e-06,5.579e-06,0.0008257,1.463e-06,28572,2402.0
BOOK OF DOGE MEMES,0.0001088,83217.0,0.0,764800000.0,not verified,1000000000.0,1000000000.0,108808.0,0.0001088,0.0001092,0.0006616,9.478e-05,30170,164.0
StickMan,2.864e-11,6588.0,0.0,230000000000000.0,not verified,330000000000000.0,330000000000000.0,9452.0,2.864e-11,2.905e-11,4.251e-09,2.153e-11,26885,483.0
Pepe 2.0,3.297e-11,13868.0,0.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,13868.0,3.297e-11,3.398e-11,7.671e-10,9.99e-13,27322,540.0
Monkey Peepo,2.218e-05,21963.0,0.0,989999709.0,not verified,1000000000.0,1000000000.0,22184.0,2.218e-05,2.264e-05,0.002299,2.08e-05,30791,379.0
ERC20,0.02001,22589140.0,0.0,1128632512.0,not verified,12999999994.0,,260189934.0,0.02001,0.02001,5.93,1.045e-05,2165,21512.0
YAM V1,0.06874,1967159.0,0.0,28619370.0,not verified,32575725.0,,2239099.0,0.06782,0.07239,174.2,,6539,1847.0
Donkey,0.001785,0.0,0.0,0.0,not verified,10000000.0,10000000.0,17847.0,0.001785,0.001785,1.04,0.001376,9340,165324.0
HOKK Finance,0.000207,828120.0,0.0,4000000000.0,not verified,0.0,,0.0,0.000207,0.000207,0.04642,1.003e-05,9458,37120.0
Frenchie Network,4.2e-08,28299.0,0.0,673782636645.0,not verified,0.0,750000000000.0,31500.0,4.2e-08,4.2e-08,2.341e-05,1.9e-08,9767,18414.0
