name,current_price,market_cap,volume_day,circulating_supply,supply_verified,total_supply,max_supply,fully_diluted_market_cap,low_price_day,high_price_day,all_time_high,all_time_low,ucid,popularity_watchlists
YUMMY,3.345e-06,1290775.0,0.0,385925846752.0,not verified,405900087040.0,,1357581.0,3.345e-06,3.345e-06,0.0002175,,9859,13578.0
Shibaverse,0.0001254,101207.0,0.0,807000000.0,not verified,1000000000.0,1000000000.0,125411.0,0.0001254,0.0001254,0.2901,0.0001205,12214,6262.0
Shakita Inu,4.237e-05,310883.0,0.0,7337434222.0,not verified,7400000000.0,,313534.0,4.237e-05,4.305e-05,0.007913,3.384e-05,12710,8179.0
Baby Moon Floki,2.704e-12,270399.0,0.0,1e+17,not verified,1e+17,,270399.0,2.704e-12,2.704e-12,3.322e-10,8.768e-14,13074,18097.0
Doge Floki Coin,1.183e-13,0.0,9.0,0.0,not verified,0.0,4.2e+17,49668.0,1.183e-13,1.191e-13,6.156e-10,3.3e-17,13429,19986.0
OOGI,2.769e-06,0.0,0.0,0.0,not verified,18400000000.0,,50943.0,2.768e-06,2.77e-06,0.008646,4.213e-07,13630,10340.0
Kragger Inu,9.993e-05,94937.0,0.0,950000000.0,not verified,1000000000.0,1000000000.0,99934.0,5.372e-06,0.0001,0.0003244,5.372e-06,19626,262.0
Optimus Inu,0.0001178,117805.0,0.0,1000000000.0,not verified,1000000000.0,1000000000.0,117805.0,0.0001178,0.0001178,0.002055,0.0001082,23824,1132.0
Cope,2.448e-06,152028.0,0.0,62100000000.0,not verified,0.0,69000000000.0,168920.0,2.448e-06,2.448e-06,7.116e-05,8.722e-07,24556,1025.0
Feels Good Man,8.055e-06,559185.0,0.0,69420000000.0,not verified,69420000000.0,69420000000.0,559185.0,7.976e-06,9.381e-06,8.655e-05,3.931e-07,24562,383.0
Pepito BSC,4.996e-05,49957.0,0.0,1000000000.0,not verified,1000000000.0,1000000000.0,49957.0,2.366e-08,5.001e-05,0.001181,2.366e-08,24612,1503.0
Papa,4.482e-11,44820.0,0.0,1000000000000000.0,not verified,1000000000000000.0,1000000000000000.0,44820.0,4.482e-11,4.482e-11,8.413e-09,6.99e-13,24673,1900.0
PEPE COIN BSC,7.744e-14,32523.0,0.0,4.2e+17,not verified,4.2e+17,4.2e+17,32523.0,7.744e-14,7.744e-14,1.977e-11,3.091e-14,24776,845.0
Elon Musk,1.646e-05,164552.0,0.0,10000000000.0,not verified,10000000000.0,10000000000.0,164552.0,1.325e-06,1.646e-05,0.001,1.325e-06,24800,4230.0
WallstreetBets Classic,5.3e-06,52997.0,0.0,10000000000.0,not verified,10000000000.0,10000000000.0,52997.0,5.3e-06,5.3e-06,0.0007571,3.144e-06,24941,730.0
Derp Coin,2.284e-06,1418449.0,0.0,621000000000.0,not verified,690000000000.0,690000000000.0,1576054.0,2.284e-06,2.4e-06,9.354e-06,1.701e-07,24955,546.0
SHAUN INU,9.402e-14,9402.0,0.0,1e+17,not verified,0.0,1e+17,9402.0,9.402e-14,9.402e-14,5.178e-11,3.78e-16,24977,861.0
FlokiPepe,7.052e-11,29666.0,0.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,29666.0,7.052e-11,7.052e-11,3.681e-09,2.201e-11,25000,858.0
Bart Simpson Coin,1.434e-13,12978.0,0.0,9.05180487312591e+16,not verified,2.4e+17,2.4e+17,34409.0,1.434e-13,1.434e-13,5.601e-11,1.37e-13,25067,1906.0
Shrek ERC,2.15e-07,215146.0,0.0,1000000000000.0,not verified,1000000000000.0,1000000000000.0,215146.0,2.15e-07,2.208e-07,2.587e-06,1.27e-08,25069,4293.0
SAUDI PEPE,2.477e-06,24766.0,0.0,10000000000.0,not verified,10000000000.0,,24766.0,2.477e-06,2.477e-06,0.002485,9.065e-07,25129,6349.0
Party Hat,1.831e-05,37734.0,0.0,2061120000.0,not verified,2147000000.0,2147000000.0,39307.0,8.655e-06,1.938e-05,0.0002173,8.655e-06,25171,59.0
AI DogeX,2.258e-10,45158.0,0.0,200000000000000.0,not verified,420000000000000.0,,94833.0,2.258e-10,2.258e-10,2.089e-08,1.298e-13,25214,2132.0
Smudge Lord,6.283e-10,0.0,0.0,0.0,not verified,420690000000000.0,420690000000000.0,264325.0,6.283e-10,6.283e-10,1.904e-08,3.533e-10,25245,790.0
Generational Wealth,7.199e-10,302857.0,0.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,302857.0,7.199e-10,7.199e-10,6.919e-08,1.949e-10,25287,966.0
Nothing Token,5.228e-07,0.0,0.0,0.0,not verified,1000000000000.0,,522844.0,5.228e-07,5.228e-07,2.832e-06,1.007e-07,25319,260.0
LarryCoin,4.884e-06,214916.0,0.0,44000000000.0,not verified,44000000000.0,44000000000.0,214916.0,4.884e-06,4.884e-06,0.0001566,8.404e-07,25400,10952.0
ETH Monsta,0.0008725,242871.0,0.0,278367057.0,not verified,420000000.0,420000000.0,366444.0,0.0008725,0.0008725,0.00244,0.0003627,25404,169.0
DSQ Solutions,0.007839,556426.0,0.0,70980131.0,not verified,100000000.0,,783918.0,0.007839,0.007839,0.1293,1.377e-05,25413,1655.0
Risitas Coin,2.713e-05,630580.0,0.0,23239287079.0,not verified,23239287079.0,26292688441.0,713431.0,2.43e-06,2.713e-05,0.0984,2.43e-06,25656,936.0
Joey Inu,0.01069,1069026.0,0.0,100000000.0,not verified,100000000.0,100000000.0,1069026.0,3.046e-06,0.01127,0.01306,3.046e-06,25687,2832.0
Baby Pepe Floki,5.221e-08,2558.0,0.0,49000000000.0,not verified,49000000000.0,100000000000.0,5221.0,5.221e-08,8.442e-08,0.001808,7.915e-09,26025,725.0
Biaocoin,3.807e-07,338375.0,0.0,888888888888.0,not verified,888888888888.0,888888888888.0,338375.0,3.807e-07,3.807e-07,3.587e-05,1.207e-07,26036,670.0
Grumpy (Ordinals),2.35e-06,49353.0,0.0,21000000000.0,not verified,21000000000.0,,49353.0,2.35e-06,2.35e-06,0.0007892,1.77e-06,26061,1494.0
Rage,4.658e-11,32175.0,0.0,690690690690690.0,not verified,690690690690690.0,,32175.0,4.658e-11,4.658e-11,2.754e-10,1.268e-11,26192,610.0
Big Floppa,1.057e-07,50200.0,0.0,474406589881.0,not verified,474406589881.0,474406589881.0,50200.0,1.057e-07,1.492e-07,3.211e-06,1.057e-07,26356,10440.0
Jesus Coin (BSC),3.212e-10,249826.0,0.0,777777777777777.0,not verified,777777777777777.0,777777777777777.0,249826.0,3.212e-10,3.212e-10,1.504e-09,3.592e-13,26367,10809.0
AI Bob,1.892e-21,0.0,0.0,4.2069e+18,not verified,4.2069e+18,4.2069e+18,0.0,0.0,0.0,,,26391,465.0
BankerCoinAda,3.983e-07,959949.0,0.0,2410000000000.0,not verified,2500000000000.0,2500000000000.0,995798.0,3.983e-07,3.983e-07,5.957e-06,2.939e-07,26396,11704.0
popo,3.137e-11,13196.0,0.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,13196.0,3.136e-11,3.137e-11,1.772e-10,1.71e-11,26882,579.0
White Tiger Pixel,4.153e-21,41530.0,0.0,1e+25,not verified,0.0,,0.0,0.0,0.0,,,26895,393.0
Pepe Classic,6.56e-22,6560.0,0.0,1e+25,not verified,0.0,,0.0,0.0,0.0,,,26940,585.0
Reddit,0.001204,70633.0,0.0,58670091.0,not verified,100000000.0,100000000.0,120390.0,0.001204,0.001204,0.04476,0.0003083,26944,6243.0
David,0.0003152,3152.0,0.0,10000000.0,not verified,100000000.0,,31524.0,0.0003152,0.0003334,0.003279,4.014e-05,26987,150.0
BNBDragon,1.728e-19,1727880.0,0.0,1e+25,not verified,0.0,,0.0,0.0,0.0,,,27018,565.0
Peepa,3.966e-10,166844.0,0.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,166844.0,3.958e-10,4.725e-10,2.4e-08,2.609e-11,27470,1134.0
PepeMo,1.609e-11,6768.0,0.0,420690000000000.0,not verified,420690000000000.0,,6768.0,1.609e-11,1.609e-11,5.574e-10,2.747e-12,27472,446.0
XDoge,1.233e-10,51889.0,0.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,51889.0,1.233e-10,1.41e-10,5.342e-09,1.233e-10,27673,706.0
PEPE 3.0,9.278e-14,38966.0,0.0,4.2e+17,not verified,4.2e+17,4.2e+17,38966.0,9.278e-14,9.278e-14,2.744e-12,5.294e-14,27756,20627.0
Evil Pepe,1.612e-05,107352.0,0.0,6660000000.0,not verified,6660000000.0,6660000000.0,107352.0,1.612e-05,1.612e-05,0.0003583,1.537e-05,27768,567.0
Mochi (Old),0.0001551,15513.0,0.0,100000000.0,not verified,100000000.0,100000000.0,15513.0,6.528e-07,0.0001551,0.0365,6.528e-07,27778,22235.0
XrpMoonPepeinuHomerSimpsonDeveloper,6.623e-15,27816.0,0.0,4.2e+18,not verified,4.2e+18,4.2e+18,27816.0,6.623e-15,6.623e-15,1.138e-11,6.29e-16,27875,51246.0
DogeBonk,0.001067,448874.0,53.0,420690000.0,not verified,420690000.0,420690000.0,448874.0,0.001067,0.001354,0.009912,0.001028,27923,302.0
BREPE,3.11e-10,130848.0,0.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,130848.0,3.068e-10,3.11e-10,4.62e-09,1.925e-11,27950,814.0
SALAMANDER,6.958e-11,29270.0,0.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,29270.0,6.958e-11,6.958e-11,5.074e-09,2.456e-11,28044,378.0
Froggy,3.166e-07,56447.0,0.0,178318140000.0,not verified,420000000000.0,420000000000.0,132952.0,3.166e-07,3.166e-07,1.576e-05,2.049e-07,28189,1214.0
JOEBIDEN2024,1.533e-19,0.0,0.0,8.1283501e+17,not verified,8.1283501e+17,8.1283501e+17,0.0,6e-18,0.0,6e-18,,28205,1464.0
Babypepe (BSC),1.121e-10,11208.0,0.0,100000000000000.0,not verified,100000000000000.0,100000000000000.0,11208.0,1.121e-10,1.121e-10,1.014e-09,1.867e-13,28212,354.0
Safereum,1.302e-06,782813.0,0.0,601312719639.0,not verified,701312719639.0,1000000000000.0,1301840.0,1.302e-06,1.303e-06,1.82e-05,1.002e-07,28223,1098.0
Dogs Rock,1.251e-12,125098.0,1.0,1e+17,not verified,1e+17,1e+17,125098.0,1.251e-12,1.253e-12,9.452e-11,1.116e-12,28231,900.0
DOGE-1SATELLITE,0.0001367,13672.0,0.0,100000000.0,not verified,100000000.0,100000000.0,13672.0,0.0001367,0.0001367,0.003672,0.0001156,28259,341.0
Shitcoin,9.931e-09,110836.0,0.0,11161010214348.0,not verified,11161010214348.0,,110836.0,9.902e-09,1.028e-08,6.674e-07,3.474e-09,28308,1786.0
BNB Whales,3.344e-13,16385.0,0.0,4.9e+16,not verified,1e+17,1e+17,33440.0,3.307e-13,3.344e-13,4.673e-11,1.65e-13,28318,430.0
ETH 2.0,5.449e-14,22925.0,0.0,4.2069e+17,not verified,4.2069e+17,4.2069e+17,22925.0,5.449e-14,5.449e-14,1.392e-12,4.665e-14,28320,20588.0
GROK,3.555e-14,14955.0,0.0,4.2069e+17,not verified,4.2069e+17,4.2069e+17,14955.0,3.555e-14,3.555e-14,2.002e-12,2.901e-14,28373,10443.0
DogeBoy,8.996e-09,8996.0,0.0,1000000000000.0,not verified,10000000000000.0,10000000000000.0,89958.0,8.994e-09,1e-08,8.152e-07,5.244e-09,28427,207.0
Droggy,5.997e-09,12138.0,0.0,2024000000000.0,not verified,2024000000000.0,2024000000000.0,12138.0,5.996e-09,7.003e-09,2.093e-07,4.997e-09,28612,1494.0
Dega,0.0006029,602898.0,0.0,1000000000.0,not verified,1000000000.0,1000000000.0,602898.0,0.0006029,0.0006029,0.004738,0.0005802,28648,674.0
Grok Elo,7.894e-14,33157.0,0.0,4.2e+17,not verified,4.2e+17,4.2e+17,33157.0,7.894e-14,7.894e-14,1.214e-12,6.969e-14,28665,322.0
SafeGrok,7.767e-14,32622.0,0.0,4.2e+17,not verified,4.2e+17,4.2e+17,32622.0,7.767e-14,7.767e-14,6.679e-12,6.466e-15,28701,526.0
MILEI Token,0.01265,126529.0,0.0,10000000.0,not verified,10000000.0,10000000.0,126529.0,0.01265,0.01265,0.3863,0.01037,28964,751.0
Bonk Grok,4.174e-06,4174.0,0.0,1000000000.0,not verified,1000000000.0,1000000000.0,4174.0,4.174e-06,4.174e-06,0.004418,3.515e-06,29024,2890.0
Dinosaur Inu,3.816e-12,3816437.0,0.0,1e+18,not verified,1e+18,1e+18,3816437.0,3.816e-12,3.816e-12,8.076e-09,3.384e-12,29046,416.0
Bull Token,6.153e-11,61534.0,0.0,1000000000000000.0,not verified,1000000000000000.0,1000000000000000.0,61534.0,6.153e-11,6.156e-11,1.717e-08,1.199e-11,29066,1594.0
MYROWIF,6.647e-05,66472.0,0.0,1000000000.0,not verified,1000000000.0,1000000000.0,66472.0,6.647e-05,6.647e-05,0.0004272,3.676e-05,29129,205.0
Lacostoken,9.995e-08,146233.0,0.0,1463000000000.0,not verified,1463000000000.0,1463000000000.0,146233.0,9.993e-08,1.001e-07,0.02312,2.413e-10,29156,53847.0
MUSK MEME,2.673e-11,11230.0,0.0,420000000000000.0,not verified,420000000000000.0,420000000000000.0,11230.0,2.673e-11,2.673e-11,3.453e-09,1.283e-11,29184,10646.0
Baby Jerry,4.028e-13,82873.0,0.0,2.057517e+17,not verified,4.2e+17,4.2e+17,169168.0,4.028e-13,4.028e-13,3.096e-12,2.478e-13,29202,356.0
TRUMP2024,1.5e-10,115757.0,0.0,771946061400000.0,not verified,771946061400000.0,771946061400000.0,115757.0,1.5e-10,1.5e-10,2.348e-09,4.527e-11,29227,331.0
Lunar New Year,8.247e-06,8247.0,0.0,1000000000.0,not verified,1000000000.0,,8247.0,8.247e-06,8.247e-06,0.0001502,5.283e-06,29316,599.0
PONKE FORK,2.595e-05,25948.0,0.0,1000000000.0,not verified,1000000000.0,1000000000.0,25948.0,2.595e-05,2.595e-05,0.0005223,1.396e-05,29319,220.0
GOKUSWAP,2.039e-05,20392.0,0.0,1000000000.0,not verified,1000000000.0,1000000000.0,20392.0,2.039e-05,2.039e-05,0.0008413,1.744e-05,29348,236.0
Croco,1.741e-05,17406.0,0.0,1000000000.0,not verified,1000000000.0,,17406.0,9.559e-06,1.741e-05,0.0009513,9.559e-06,29362,650.0
Memefi Toybox 404,65.02,577877.0,0.0,8888.0,not verified,8888.0,8888.0,577877.0,65.02,65.02,145.1,58.44,29373,846.0
Cassie Dragon,3.613e-13,36133.0,0.0,1e+17,not verified,1e+17,1e+17,36133.0,3.613e-13,3.613e-13,1.691e-11,3.065e-13,29381,153.0
MAGA,0.003093,229560.0,0.0,74222958.0,not verified,74222958.0,74222958.0,229560.0,0.003093,0.003122,0.1798,0.00154,29409,297.0
Suicune,0.008098,1984075.0,0.0,245000000.0,not verified,245000000.0,245000000.0,1984075.0,0.008084,0.008217,0.0529,0.003497,29413,1634.0
EGG ETH,1.273e-05,76381.0,0.0,6000000000.0,not verified,6000000000.0,6000000000.0,76381.0,1.273e-05,1.273e-05,0.0002391,1.054e-05,29459,233.0
Doge Payment,8.644e-14,8644.0,0.0,1e+17,not verified,1e+17,1e+17,8644.0,8.644e-14,8.644e-14,1.654e-11,7.522e-14,29465,10642.0
Frog Bsc,4.461e-11,18737.0,0.0,420000000000000.0,not verified,420000000000000.0,420000000000000.0,18737.0,4.385e-11,4.461e-11,5.195e-10,2.687e-11,29479,209.0
King Sora,1.08e-13,45356.0,0.0,4.2e+17,not verified,4.2e+17,4.2e+17,45356.0,1.08e-13,1.08e-13,8.679e-13,9.057e-14,29624,425.0
Gege,7.146e-11,30014.0,0.0,420000000000000.0,not verified,420000000000000.0,420000000000000.0,30014.0,7.146e-11,7.146e-11,1.275e-09,6.065e-11,29657,721.0
Criminal Flamingo,0.0005897,50127.0,0.0,85000000.0,not verified,100000000.0,100000000.0,58973.0,0.0005796,0.0005902,0.007518,0.0005796,29670,297.0
Floki VS Pepe,4.543e-11,19113.0,141.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,19113.0,4.543e-11,4.783e-11,2.268e-09,4.543e-11,29700,505.0
Myro Dog,8.96e-09,8960.0,0.0,999999999999.0,not verified,999999999999.0,,8960.0,8.96e-09,8.96e-09,1.531e-06,6.501e-09,29757,10478.0
Taylor Swift,0.0275,275013.0,0.0,10000000.0,not verified,10000000.0,10000000.0,275013.0,0.0222,0.0275,1.25,0.02093,29764,848.0
Independence Token,1.676e-06,75864.0,0.0,45276200000.0,not verified,45276200000.0,47000000000.0,78753.0,1.676e-06,1.676e-06,0.0004712,1.175e-06,29797,495.0
Sora Doge,9.01e-14,37848.0,0.0,4.2e+17,not verified,4.2e+17,4.2e+17,37848.0,9.01e-14,9.01e-14,2.645e-12,7.298e-14,29818,743.0
PEPI,3.224e-05,12897.0,0.0,400000000.0,not verified,400000000.0,400000000.0,12897.0,3.224e-05,3.224e-05,0.002721,2.133e-05,29838,617.0
Jonny Five,0.001812,90621.0,0.0,50000000.0,not verified,1000000000.0,1000000000.0,1812421.0,0.001812,0.001812,0.02269,0.001191,29840,204.0
Pepinu,1.405e-05,59103.0,0.0,4206900000.0,not verified,4206900000.0,4206900000.0,59103.0,1.405e-05,1.405e-05,0.0009835,1.238e-05,29842,1682.0
Worried,5.014e-11,21060.0,0.0,420000000000000.0,not verified,420000000000000.0,,21060.0,5.014e-11,5.014e-11,9.356e-09,3.113e-11,29889,11299.0
Elusk Mon,1.687e-06,16865.0,0.0,9999956529.0,not verified,9999956529.0,,16865.0,1.687e-06,1.687e-06,4.427e-05,1.254e-06,29913,294.0
Sandy,8.884e-05,8884.0,0.0,99998517.0,not verified,99998517.0,,8884.0,8.884e-05,8.884e-05,0.005176,7.35e-05,29935,401.0
PenisGrow,0.0002442,16941.0,0.0,69373586.0,not verified,69373586.0,,16941.0,0.0002442,0.0002442,0.01406,0.0001822,29943,1493.0
CREW INU,4.267e-06,4268.0,0.0,1000000000.0,not verified,1000000000.0,,4268.0,4.267e-06,4.267e-06,0.0001394,3.508e-06,29958,248.0
Artificial Idiot,5.714e-05,45022.0,0.0,787953680.0,not verified,986620347.0,986620347.0,56373.0,5.714e-05,5.714e-05,0.005977,4.603e-05,29970,1073.0
PEPE World,1.425e-10,59951.0,0.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,59951.0,1.425e-10,1.426e-10,2.426e-09,1.12e-10,29973,10436.0
The Infinite Garden,0.005557,55566.0,0.0,10000000.0,not verified,10000000.0,10000000.0,55566.0,0.005557,0.005557,0.21,0.004214,29991,185.0
Solpaka,9.127e-05,63607.0,9.0,696894783.0,not verified,696904200.0,,63608.0,8.471e-05,9.314e-05,0.004276,6.176e-05,30032,930.0
Bretta,0.07376,73764.0,0.0,1000000.0,not verified,0.0,1000000.0,73764.0,0.07365,0.07376,0.5474,0.02141,30051,357.0
Chonk The Cat,5.345e-05,53449.0,0.0,1000000000.0,not verified,1000000000.0,1000000000.0,53449.0,5.345e-05,5.345e-05,0.002383,4.811e-05,30052,512.0
ETH3.0,5.2e-17,2188.0,0.0,4.2e+19,not verified,4.2e+19,4.2e+19,2188.0,5.2e-17,5.2e-17,1.218e-15,4.499e-17,30056,10819.0
NexMillionaires,12.58,50338.0,0.0,4000.0,not verified,5000.0,5000.0,62923.0,12.58,12.58,70.19,12.46,30062,10148.0
SLERF 2.0,0.0002463,123133.0,0.0,500000000.0,not verified,500000000.0,,123133.0,0.0002463,0.0002463,0.0006754,0.0001698,30067,142.0
Tom On Base,1.252e-06,12521.0,0.0,10000000000.0,not verified,10000000000.0,10000000000.0,12521.0,1.252e-06,1.252e-06,0.0001914,9.675e-07,30134,258.0
BOOK OF MEME 2.0,5.394e-05,53944.0,0.0,1000000000.0,not verified,1000000000.0,,53944.0,5.394e-05,5.394e-05,0.0007319,3.839e-05,30169,1346.0
King Slerf,8.238e-05,41191.0,0.0,500000000.0,not verified,500000000.0,,41191.0,8.238e-05,8.357e-05,0.001368,6.155e-05,30173,304.0
ElephantPepe,5.997e-06,5997.0,0.0,1000000000.0,not verified,1000000000.0,1000000000.0,5997.0,5.997e-06,5.997e-06,0.001215,5.147e-06,30198,181.0
WifStash Coin,6.627e-06,6627.0,0.0,1000000000.0,not verified,1000000000.0,,6627.0,6.627e-06,6.627e-06,0.0008945,4.132e-06,30203,189.0
BABYTRUMP,8.264e-05,132230.0,0.0,1600000000.0,not verified,1600000000.0,,132230.0,8.264e-05,8.264e-05,0.009513,5.14e-05,30208,235.0
FLORK BNB,0.0008849,88489.0,0.0,100000000.0,not verified,100000000.0,100000000.0,88489.0,0.0008849,0.0008849,0.0108,0.0006966,30338,179.0
BOOK OF KILLER,1.562e-05,7808.0,0.0,500000000.0,not verified,500000000.0,,7808.0,1.562e-05,1.562e-05,0.0007664,1.239e-05,30375,190.0
Pepe Neko,1.698e-05,16981.0,0.0,999996494.0,not verified,0.0,,0.0,1.698e-05,1.698e-05,0.0005267,1.368e-05,30386,1498.0
WHALEBERT,2.902e-05,271381.0,0.0,9350000000.0,not verified,11000000000.0,,319272.0,2.902e-05,2.902e-05,0.0001307,1.917e-05,30476,111.0
Based Peng,6.246e-06,62462.0,0.0,10000000000.0,not verified,10000000000.0,10000000000.0,62462.0,6.246e-06,6.246e-06,2.21,5.647e-06,30492,588.0
Telo Meme Coin,3.757e-11,30383.0,0.0,808808808808808.0,not verified,808808808808808.0,808808808808808.0,30383.0,3.757e-11,3.757e-11,2.385e-10,3.02e-11,30532,205.0
MeMe,5.939e-12,59387.0,0.0,1e+16,not verified,1e+16,1e+16,59387.0,5.939e-12,5.939e-12,6.735e-10,4.902e-12,30552,204.0
FLOKI INU,3.329e-09,3329.0,0.0,1000000000000.0,not verified,1000000000000.0,1000000000000.0,3329.0,3.329e-09,3.329e-09,2.332e-06,8.288e-10,30554,323.0
Johm lemmon,1.35e-05,135020.0,0.0,9998819269.0,not verified,9998819269.0,,135020.0,9.293e-06,1.35e-05,0.002098,9.293e-06,30573,123.0
Angry Girlfriend,1.199e-05,11988.0,0.0,1000000000.0,not verified,1000000000.0,,11988.0,1.199e-05,1.199e-05,0.0003107,1.199e-05,30604,60.0
FUBAO,2.313e-06,2313.0,0.0,1000000000.0,not verified,1000000000.0,,2313.0,2.313e-06,2.313e-06,9.789e-05,1.959e-06,30639,111.0
Giga Cat on Base,5.764e-05,57642.0,0.0,1000000000.0,not verified,1000000000.0,1000000000.0,57642.0,5.764e-05,5.764e-05,0.0009412,5.566e-05,30654,99.0
NINE DOGS,0.002903,26125.0,0.0,9000000.0,not verified,9000000.0,9000000.0,26125.0,0.002903,0.002903,0.01968,0.002507,30659,113.0
Doginhood,1.781e-05,17812.0,57.0,1000000000.0,not verified,1000000000.0,,17812.0,1.781e-05,1.878e-05,0.0002992,1.781e-05,30681,118.0
MAGACAT,1.7e-13,71405.0,0.0,4.2e+17,not verified,4.2e+17,4.2e+17,71405.0,1.7e-13,1.7e-13,6.008e-13,1.454e-13,30735,220.0
BOLBOL,1.356e-11,9407.0,0.0,693546236873021.0,not verified,693546236873021.0,693546236873021.0,9407.0,1.356e-11,1.356e-11,2.188e-10,1.166e-11,30763,203.0
SYLVESTER,2.996e-07,25793.0,0.0,86100000000.0,not verified,210000000000.0,210000000000.0,62911.0,2.996e-07,2.996e-07,9.954e-06,2.794e-07,30771,338.0
Wolfpack Coin,1.027e-06,87273.0,0.0,85000000000.0,not verified,85000000000.0,100000000000.0,102674.0,1.027e-06,1.027e-06,6.531e-06,1.255e-07,30805,182.0
SOLCRAFT,0.001693,16927.0,12.0,10000000.0,not verified,10000000.0,,16928.0,0.001693,0.001797,0.03862,0.001693,30806,239.0
PaleBlueDot,30149.11,28642.0,0.0,1.0,not verified,1.0,1.0,30149.0,30149.11,30149.11,458614.08,30149.11,30809,1221.0
Tolo Yacoloco,9.702e-06,9702.0,0.0,999990000.0,not verified,1000000000.0,,9702.0,9.702e-06,9.702e-06,0.0001509,5.46e-06,30835,171.0
BabyPoko,3.179e-06,15480.0,0.0,4869956294.0,not verified,4869956294.0,9000000000.0,28608.0,3.179e-06,3.179e-06,5.938e-05,2.763e-06,30921,205.0
PLUNZ,9.777e-06,34218.0,0.0,3500000000.0,not verified,5000000000.0,5000000000.0,48883.0,9.777e-06,9.777e-06,5.557e-05,9.777e-06,30983,283.0
PEPEBOMB,1.512e-05,45364.0,0.0,3000000000.0,not verified,3000000000.0,3000000000.0,45364.0,1.512e-05,1.512e-05,0.001347,1.409e-05,31011,89.0
Gen AI BOT,0.0001189,11887.0,0.0,99999849.0,not verified,99999849.0,,11887.0,0.0001189,0.0001331,0.004538,9.867e-05,31054,280.0
Dogs Of Toly,7.482e-06,7482.0,0.0,999999959.0,not verified,999999959.0,,7482.0,7.482e-06,7.482e-06,0.000333,4.95e-06,31059,140.0
BABY GUMMY,2.023e-05,11488.0,0.0,568000000.0,not verified,1000000000.0,,20226.0,2.023e-05,2.023e-05,0.0009644,1.571e-05,31066,241.0
Pookimoon,1.226e-05,1226.0,0.0,100000000.0,not verified,100000000.0,,1226.0,1.226e-05,1.226e-05,0.0008335,1.178e-05,31075,123.0
Bastet Goddess,3.213e-05,32129.0,0.0,1000000000.0,not verified,1000000000.0,,32129.0,3.213e-05,3.213e-05,0.001644,2.332e-05,31104,97.0
MrBased,3.142e-05,314154.0,0.0,10000000000.0,not verified,10000000000.0,10000000000.0,314154.0,7.421e-07,3.142e-05,4.447e-05,7.421e-07,31119,177.0
PoolUp,0.0001101,11008.0,1.0,100000000.0,not verified,100000000.0,100000000.0,11008.0,0.0001101,0.0001133,0.009972,9.271e-05,31245,256.0
FATMICHI,1.145e-05,10814.0,0.0,944463415.0,not verified,944463415.0,,10814.0,7.206e-06,1.145e-05,0.0002932,7.206e-06,31250,127.0
ScamPump,0.006771,417097.0,0.0,61602561.0,not verified,61602561.0,69000000.0,467183.0,0.006701,0.006771,0.01172,0.005687,31277,65.0
Gently Used Girl,8.048e-07,5029.0,0.0,6248914125.0,not verified,6248914125.0,,5029.0,8.048e-07,8.048e-07,5.394e-05,6.031e-07,31295,171.0
Nutcash,0.01182,99305.0,36.0,8400000.0,not verified,21000000.0,,248264.0,0.01006,0.01201,0.01773,0.008468,31309,52.0
Schrodinger,4.71e-07,471060.0,0.0,1000000000000.0,not verified,1000000000000.0,1000000000000.0,471060.0,4.71e-07,4.71e-07,8.022e-07,4.493e-07,31346,53.0
Diligent Pepe,0.0002811,28105.0,0.0,100000000.0,not verified,100000000.0,100000000.0,28105.0,0.0002811,0.0002811,0.00614,0.0002688,31383,520.0
TRUMP'S FIRST DOG,0.0001171,11709.0,0.0,100000000.0,not verified,100000000.0,,11709.0,0.0001171,0.0001171,0.002587,7.718e-05,31389,138.0
MAUW,4.381e-05,29205.0,0.0,666666666.0,not verified,666666666.0,,29205.0,4.381e-05,4.381e-05,0.0005798,3.038e-05,31425,125.0
